Rank,Name,Active,Visits,Favourites,Likes,Dislikes,Rating
#912,Clone Yourself,766,"179,895,607","271,501","57,241","36,104",61.32
#913,BARRY'S PRISON RUN WITH ITEMS! (OBBY),764,"1,444,752","191,401",12,11,52.17
#914,Bike Race Simulator🚲[UPD] ,763,"33,374,822","31,134","27,556","2,206",92.59
#915,5v5 MM2 Remastered! [BETA],762,"26,308,244","17,567","4,490","2,286",66.26
#916,Be a Hole,762,"17,823,916","989,708","92,172","11,564",88.85
#917,[⚒️UPD🏝️]Desert Island Survival,761,"109,637,809","270,533","74,947","11,231",86.97
#918,🎃Sonic Elevator,761,"41,494,188","45,429","20,125","5,317",79.1
#919,The Robloxia: Until Dawn,761,"5,712,164","51,865","14,691","2,724",84.36
#920,[0.23.1] Deadline,759,"31,192,244","340,333","112,360","20,762",84.4
#921,[IRONMAN] Marvel Omega,757,"306,811","3,612","1,337",288,82.28
#922,[NEW] 🧠 Telepathy!,757,"7,900,147","34,671","3,519","1,311",72.86
#923,1% Win Obby,756,"186,781,037","7,110,792","44,142","21,490",67.26
#924,Swordburst 2,756,"149,167,898","1,222,691","417,108","58,359",87.73
#925,RODOGRAU SP ,755,"163,012,983","185,696","44,394","6,923",86.51
#926,Turbo Doomspire BrickBattle (No CoolDown),755,"10,046,773","21,591","7,222","2,585",73.64
#927,Carros Rebaixados BR (Pre-Alpha),754,"84,814,682","66,639","9,706","1,405",87.35
#928,Color Chairs,753,"15,290,127","567,229","7,495","2,079",78.28
#929,[💀Decay +🎃Halloween🦇] Heroes World,753,"220,967,876","757,419","514,620","26,119",95.17
#930,🎮 [BETA] Transformers Crossfire,750,"9,334,030","42,933","14,757","1,575",90.36
#931,Ant War 🐜 [🍯 HONEYPOT ANT & LOOTING],750,"24,942,622","416,695","20,325","3,047",86.96
#932,Climb Race Simulator,749,"17,843,797","44,887","154,198","2,202",98.59
#933,Snakey 🐍,749,"98,009,527","93,333","15,488","6,285",71.13
#934,[HAWKEYE!] Mech Showdown (Alpha),748,"21,439,397","73,094","54,494","7,787",87.5
#935,Drag to Combine!,748,"7,158,496","329,536","15,619","2,261",87.35
#936,Final Stand,746,"487,255,495","1,542,396","536,268","60,264",89.9
#937,House Tycoon 2,746,"36,916,176","102,670","24,837","4,438",84.84
#938,GARENA FREE FIRE MAX🏆,746,"12,089,210","854,280","3,713",596,86.17
#939,🛍️Dress Up Very Charmin [Claim Free Gem],745,"28,647,926","326,689","1,696",621,73.2
#940,The Interview 🔊,745,"22,913,035","798,492","67,325","5,591",92.33
#941,🐴 MY LITTLE PONY'S PRISON RUN! (Obby),743,"415,292","46,998",20,15,57.14
#942,The Rake REMASTERED,743,"155,325,321","1,478,738","502,446","39,141",92.77
#943,[Fighting Animation!!] Unknown Meme Animation,742,"52,574,748","416,974","114,063","4,812",95.95
#944,Hospital Tycoon 😷,742,"329,553,666","2,177,419","557,193","39,084",93.45
#945,Squid Game O,741,"95,604,307","101,444","20,325","7,166",73.93
#946,Ball Eating Simulator [UPD],741,"63,398,806","4,197,056","136,660","10,151",93.09
#947,SharkBite Classic 🦈,741,"1,574,318,674","5,028,423","1,578,664","183,462",89.59
#948,Circle Grinding Incremental,740,"1,063,747","10,760","10,611",821,92.82
#949,BACKFIRE!🏍️ Motorcycle Mayhem,740,"75,984,230","225,126","134,511","10,256",92.92
#950,EVENT👻Griffin's Destiny ✨RP Fantasy,739,"64,953,114","394,908","107,057","7,577",93.39
#951,🎃 GREEDY NOOBS [4X CREDITS],739,"12,554,475","27,295","24,166","4,327",84.81
#952,[HALLOWEEN!] Kaiju Battlegrounds - Testing,737,"1,201,285","3,831","1,393",421,76.79
#953,Criminal Tycoon,737,"66,528,924","140,292","64,356","9,064",87.65
#954,☁️Cotton Obby!,736,"467,348,334","393,457","58,536","13,464",81.3
#955,Build a bunker to survive zombies tycoon,735,"37,166,364","45,105","35,466","7,647",82.26
#956,Kart Racing Simulator,733,"14,985,646","913,320","166,930","3,288",98.07
#957,"[MAPA] Sierra, Mexico.",733,"4,637,969","15,611","3,759",748,83.4
#958,🍕 Pizzeria Tycoon 2,731,"14,568,209","33,199","70,438","2,225",96.94
#959,🎃📸PhotoShoot x Green Screen Studio,730,"109,150,888","208,296","36,064","3,908",90.22
#960,[🎃] Granny,730,"507,080,828","1,212,129","108,133","17,698",85.94
#961,Obby But You Can't Jump,729,"309,641,191","15,448,796","117,772","25,852",82
#962,FORTLINE,729,"29,501,525","1,190,875","5,803","2,441",70.39
#963,[UPD] Oaklands 🎃,728,"22,922,195","239,832","70,022","9,212",88.37
#964,Touch Soccer,728,"59,525,564","33,666","15,772","6,494",70.83
#965,[🎃 Halloween🎃 ]Be a Strongman,728,"2,028,756","1,918","1,274",545,70.04
#966,Anime Power Tycoon,728,"145,062,000","204,447","170,000","9,460",94.73
#967,[🎃 🦇Halloween Part 1] Dragon Blox Ultimate,724,"238,146,791","747,929","236,468","20,585",91.99
#968,Radiant Residents,724,"88,803,221","436,475","94,147","9,066",91.22
#969,Chiquititas - Ray of Light Orphanage 🏫,723,"17,038,404","19,179","2,300",388,85.57
#970,Cabin Roleplay,722,"185,424,845","1,055,815","70,152","10,422",87.07
#971,Break In Simulator,721,"31,800,897","1,573,365","8,374","5,342",61.05
#972,[🎃] Tropical Resort Tycoon 🌴,721,"560,828,726","1,671,247","588,646","29,428",95.24
#973,[🎃] In Area 51 [ALPHA],721,"8,258,812","40,313","79,697","3,451",95.85
#974,Sonic Showdown,721,"25,737,895","88,867","30,056","7,927",79.13
#975,[UPDATE] Daybreak ,719,"28,237,102","244,014","51,198","7,580",87.1
#976,[FREE] Refinery Caves 2 🎃,718,"1,478,644","13,920","7,492","2,421",75.58
#977,Wrestling Legends [⚡️UPD2],717,"2,791,477","179,097","2,909",835,77.7
#978,Drawing Quiz 🎨,717,"28,767,405","231,528","5,775","3,445",62.64
#979,[HALLOWEEN🎃] Dragon Ball Online Generations,716,"48,893,825","328,241","132,087","18,280",87.84
#980,[GOJO] Blox Fruits But Bad,715,"14,539,699","9,958","4,800","1,726",73.55
#981,[🎃EVENT] Moto Trackday Project,714,"67,466,088","127,423","64,595","6,992",90.23
#982,Zoochosis 🎃,714,"5,860,651","743,410",897,458,66.2
#983,Venom Simulator ,713,"105,440,628","47,562","9,534","9,420",50.3
#984,Sinking Ship Simulator,713,"28,395,944","1,401,842","21,895","7,028",75.7
#985,Parkour Civilization [OBBY],712,"402,867","27,153",608,"1,772",25.55
#986,Impossible Troll  Bridge (Squid Game),712,"1,519,955","181,122",731,109,87.02
#987,🎀 KUROMI'S PRISON RUN! (Obby),709,"782,873","132,611",9,6,60
#988,+1 Blocks Every Second,708,"84,186,547","85,250","86,006","6,117",93.36
#989,Mo's Academy,708,"133,042,103","138,553","25,621","10,334",71.26
#990,Backstreets 👊,707,"1,037,973","3,472",505,188,72.87
#991,[🔥NEW!] FORTBLOX,707,"715,978","2,517",972,183,84.16
#992,VR Hangout v1.5,707,"71,376,323","100,642","26,602","10,508",71.68
#993,[WORLD 3🌍] Find Buttons!🔍,706,"15,510,442","488,174","26,953","1,807",93.72
#994,Sprunki,706,"820,647","117,570",412,330,55.53
#995,Impossible Glass Bridge (Squid Game),706,"52,787,998","21,433","8,880","2,867",75.59
#996,[MOBILE/CONSOLE FIXED - BETA] The Time  of Ninja,706,"5,136,808","80,497","25,291","2,841",89.9
#997,TEAM BORRY PRISON BREAKOUT!👮 [TEAMWORK OBBY],705,"68,323,047","15,351","1,397",586,70.45
#998,[👻HALLOWEEN] ADC DANCE STUDIO,704,"11,811,628","8,996","4,344",429,91.01
#999,🏈 Field Goal Simulator,703,"43,992,091","411,025","37,371","6,273",85.63
#1000,🎃HALLOWEEN🎃 After The Flash: Wintertide,703,"17,272,456","99,057","27,049","5,060",84.24
